TRX-B-000001NST-BANK-A 00000005000020260217101530                                        00
TRX-B-000002NST-BANK-B 00000005000020260217101530                                        00
TRX-B-000003NST-BANK-B 00000012000020260217101530                                        00
TRX-B-000004NST-BANK-C 00000012000020260217101530                                        00
TRX-B-000005NST-BANK-C 00000035000020260217101530                                        00
TRX-B-000006NST-BANK-D 00000035000020260217101530                                        00
TRX-B-000007NST-BANK-D 00000007500020260217101530                                        00
TRX-B-000008NST-BANK-E 00000007500020260217101530                                        00
TRX-B-000009NST-BANK-E 00000020000020260217101530                                        00
TRX-B-000010NST-BANK-A 00000020000020260217101530                                        00
TRX-B-000011NST-BANK-A 00000095000020260217101530                                        00
TRX-B-000012NST-BANK-C 00000095000020260217101530                                        00
TRX-B-000013NST-BANK-D 00000500000020260217101530                                        00
TRX-B-000014NST-BANK-A 00000500000020260217101530                                        00
TRX-B-000015NST-BANK-B 00000008000020260217101530                                        00
TRX-B-000016NST-BANK-A 00000008000020260217101530                                        00
TRX-B-000017NST-BANK-C 00000108822820260217101530                                        00
TRX-B-000018NST-BANK-A 00000108822820260217101530                                        00
TRX-B-000019NST-BANK-C 00000028150620260217101530                                        00
TRX-B-000020NST-BANK-A 00000028150620260217101530                                        00
TRX-B-000021NST-BANK-A 00000007908620260217101530                                        00
TRX-B-000022NST-BANK-D 00000007908620260217101530                                        00
TRX-B-000023NST-BANK-E 00000048682720260217101530                                        00
TRX-B-000024NST-BANK-D 00000048682720260217101530                                        00
TRX-B-000025NST-BANK-E 00000035524020260217101530                                        00
TRX-B-000026NST-BANK-C 00000035524020260217101530                                        00
TRX-B-000027NST-BANK-E 00000019626220260217101530                                        00
TRX-B-000028NST-BANK-B 00000019626220260217101530                                        00
TRX-B-000029NST-BANK-A 00000005706120260217101530                                        00
TRX-B-000030NST-BANK-D 00000005706120260217101530                                        00
TRX-B-000031NST-BANK-C 00000060021020260217101530                                        00
TRX-B-000032NST-BANK-B 00000060021020260217101530                                        00
TRX-B-000033NST-BANK-E 00000002572920260217101530                                        00
TRX-B-000034NST-BANK-A 00000002572920260217101530                                        00
TRX-B-000035NST-BANK-A 00000010235020260217101530                                        00
TRX-B-000036NST-BANK-D 00000010235020260217101530                                        00
TRX-B-000037NST-BANK-A 00000008854520260217101530                                        00
TRX-B-000038NST-BANK-D 00000008854520260217101530                                        00
TRX-B-000039NST-BANK-E 00000005454620260217101530                                        00
TRX-B-000040NST-BANK-B 00000005454620260217101530                                        00
TRX-B-000041NST-BANK-A 00000008732120260217101530                                        00
TRX-B-000042NST-BANK-C 00000008732120260217101530                                        00
TRX-B-000043NST-BANK-C 00000145806420260217101530                                        00
TRX-B-000044NST-BANK-E 00000145806420260217101530                                        00
TRX-B-000045NST-BANK-D 00000223906120260217101530                                        00
TRX-B-000046NST-BANK-C 00000223906120260217101530                                        00
TRX-B-000047NST-BANK-A 00000001017520260217101530                                        00
TRX-B-000048NST-BANK-C 00000001017520260217101530                                        00
TRX-B-000049NST-BANK-B 00000011559720260217101530                                        00
TRX-B-000050NST-BANK-D 00000011559720260217101530                                        00
TRX-B-000051NST-BANK-B 00000193238620260217101530                                        00
TRX-B-000052NST-BANK-C 00000193238620260217101530                                        00
TRX-B-000053NST-BANK-A 00000016239020260217101530                                        00
TRX-B-000054NST-BANK-D 00000016239020260217101530                                        00
TRX-B-000055NST-BANK-E 00000015365720260217101530                                        00
TRX-B-000056NST-BANK-D 00000015365720260217101530                                        00
TRX-B-000057NST-BANK-D 00000359227320260217101530                                        00
TRX-B-000058NST-BANK-A 00000359227320260217101530                                        00
TRX-B-000059NST-BANK-B 00000097559720260217101530                                        00
TRX-B-000060NST-BANK-E 00000097559720260217101530                                        00
TRX-B-000061NST-BANK-C 00000029815120260217101530                                        00
TRX-B-000062NST-BANK-A 00000029815120260217101530                                        00
TRX-B-000063NST-BANK-B 00000212284520260217101530                                        00
TRX-B-000064NST-BANK-C 00000212284520260217101530                                        00
TRX-B-000065NST-BANK-E 00000004243220260217101530                                        00
TRX-B-000066NST-BANK-C 00000004243220260217101530                                        00
TRX-B-000067NST-BANK-B 00000043511320260217101530                                        00
TRX-B-000068NST-BANK-E 00000043511320260217101530                                        00
TRX-B-000069NST-BANK-E 00000049869020260217101530                                        00
TRX-B-000070NST-BANK-D 00000049869020260217101530                                        00
TRX-B-000071NST-BANK-A 00000002733820260217101530                                        00
TRX-B-000072NST-BANK-B 00000002733820260217101530                                        00
TRX-B-000073NST-BANK-A 00000000563320260217101530                                        00
TRX-B-000074NST-BANK-E 00000000563320260217101530                                        00
TRX-B-000075NST-BANK-E 00000025875520260217101530                                        00
TRX-B-000076NST-BANK-C 00000025875520260217101530                                        00
TRX-B-000077NST-BANK-D 00000245442320260217101530                                        00
TRX-B-000078NST-BANK-A 00000245442320260217101530                                        00
TRX-B-000079NST-BANK-A 00000018965520260217101530                                        00
TRX-B-000080NST-BANK-C 00000018965520260217101530                                        00
TRX-B-000081NST-BANK-E 00000024288820260217101530                                        00
TRX-B-000082NST-BANK-B 00000024288820260217101530                                        00
TRX-B-000083NST-BANK-E 00000020550620260217101530                                        00
TRX-B-000084NST-BANK-B 00000020550620260217101530                                        00
TRX-B-000085NST-BANK-A 00000000910220260217101530                                        00
TRX-B-000086NST-BANK-C 00000000910220260217101530                                        00
TRX-B-000087NST-BANK-A 00000018155720260217101530                                        00
TRX-B-000088NST-BANK-B 00000018155720260217101530                                        00
